Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds),attention_pass_count
I consent,I am between the ages of 18-25.,23.0,2001-06-26,Cisgender Female,White,Yes,No,,No,No,No,No, ,White,No,,12AM,30.0,9:30,8.0,Less than once a week,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Once or twice a week,Three or more times a week,Three or more times a week,Three or more times a week,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Always,Sometimes,Often,Sometimes,Always,Almost never,Often,Often,Always,Sometimes,Sometimes,Sometimes,311,3
I consent,I am between the ages of 18-25.,18.0,2006-10-12,Cisgender Female,White,Yes,No,,No,No,No,No, ,White,No,,3 am,40.0,11 am,7.0,Three or more times a week,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Less than once a week,Fairly bad,Not during the past moth,Once or twice a week,A very big problem,No,,,,,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,282,3
I consent,I am between the ages of 18-25.,24.0,2000-10-13,Cisgender Female,White,Yes,No,,No,No,No,No, ,White,,,,40.0,,,Three or more times a week,Once or twice a week,Once or twice a week,,,Less than once a week,Once or twice a week,Less than once a week,,,,,Somewhat of a problem,No,,,,,Often,Sometimes,Sometimes,Almost never,Almost never,,,,,,,,Often,Almost never,Always,,,,,,153,3
I consent,I am between the ages of 18-25.,21.0,2003-02-16,Cisgender Male,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""NaN"", ""Years"": ""NaN"", ""Position"": ""Wide-receiver""}]",White,No,,2am,30.0,10am,7.0,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Almost never,386,2
I consent,I am between the ages of 18-25.,21.0,2003-05-26,Cisgender Female,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Cross-country"", ""Years"": 3, ""Position"": ""Runner""}]",White,No,,10 p.m.,20.0,5 a.m.,6.0,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Often,Sometimes,Almost never,Often,Almost never,Always,Always,Often,Sometimes,Sometimes,Sometimes,477,3
I consent,I am between the ages of 18-25.,23.0,2001-02-12,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Senior,No,No,No,No, ,Non-Hispanic Black,No,,10,60.0,8,9.0,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Once or twice a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Often,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,384,3
I consent,I am between the ages of 18-25.,23.0,2001-10-04,Cisgender Male,,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Football"", ""Years"": 2, ""Position"": ""Left guard""}]",,No,,11:00,60.0,7:00,8.0,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Once or twice a week,Not during the past month,No problem at all,No,,,,,Almost never,Almost never,Almost never,Almost never,Often,Almost never,Almost never,Almost never,Almost never,Often,Often,Almost never,Often,Almost never,Always,Often,Almost never,Almost never,Sometimes,Often,467,3
I consent,I am between the ages of 18-25.,23.0,2001-12-31,Cisgender Male,Asian,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Golf"", ""Years"": 4, ""Position"": ""Individual""},
{""Sport"": ""Badminton"", ""Years"": 2, ""Position"": ""Men Doubles""}]",Asian,No,,10 pm,15.0,6:30 am,8.0,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Once or twice a week,Not during the past month,Somewhat of a problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,414,3
I consent,I am between the ages of 18-25.,22.0,2002-02-22,Cisgender Female,Non-Hispanic Black,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Twirling"", ""Years"": 2, ""Position"": ""Twirler""}]",Non-Hispanic Black,No,,11pm,20.0,6 am,6.0,Less than once a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Less than once a week,A very big problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Often,Often,Often,Sometimes,Almost never,Always,Always,Always,Always,Sometimes,Often,Sometimes,Sometimes,Almost never,Always,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,441,3
I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Wrestling"", ""Years"": 3, ""Position"": ""NaN""}]",White,No,,1am,20.0,730am,7.0,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Almost never,Always,Often,Almost never,Almost never,Almost never,Almost never,Often,Almost never,206,3
I consent,I am between the ages of 18-25.,21.0,2003-09-08,Cisgender Female,Asian,Yes,Yes - Full time,Senior,Yes,No,No,Yes,"[{""Sport"": ""Tennis"", ""Years"": 4, ""Position"": ""NaN""}]",Asian,No,,12 am,10.0,10 am,9.0,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Three or more times a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Sometimes,Often,Always,Often,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,277,3
I consent,I am between the ages of 18-25.,24.0,2000-05-14,Cisgender Female,White,Yes,Yes - Full time,Sophomore,Yes,Yes,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 3, ""Position"": ""Defense""},
{""Sport"": ""Lacrosse"", ""Years"": 3, ""Position"": ""Defense""}]",White,Yes,1,11:30pm,45.0,7:30am,7.0,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Often,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Sometimes,Often,249,3
I consent,I am between the ages of 18-25.,25.0,1999-07-31,Cisgender Female,Asian,Yes,Yes - Full time,Junior,No,No,No,No, ,Asian,No,,11,30.0,6,6.0,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Somewhat of a problem,No,,,,,Often,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Always,Almost never,Sometimes,Sometimes,Almost never,Often,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Sometimes,178,3
I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,Asian,Yes,Yes - Part time,Senior,No,No,No,Yes,"[{""Sport"": ""Swimming"", ""Years"": 1, ""Position"": ""NaN""}]",Asian,No,,1pm,60.0,10am,6.0,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Three or more times a week,Not during the past month,Less than once a week,Less than once a week,Fairly good,Less than once a week,Once or twice a week,No problem at all,No,,,,,Often,Sometimes,Often,Often,Sometimes,Always,Always,Always,Sometimes,Often,Always,Always,Often,Always,Always,Sometimes,Often,Always,Always,Often,171,3
I consent,I am between the ages of 18-25.,22.0,2002-10-23,Cisgender Female,Asian,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Volleyball"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",Asian,No,,2am,5.0,11am,8.0,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Often,Often,Often,Always,Always,Almost never,Sometimes,Often,Often,Often,477,3
I consent,I am between the ages of 18-25.,24.0,2000-03-14,Cisgender Male,White,Yes,No,,No,No,No,No, ,White,No,,12am,45.0,8am,8.0,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Almost never,Often,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,454,3
I consent,I am between the ages of 18-25.,23.0,2001-03-31,Cisgender Female,White,Yes,Yes - Part time,Senior,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,2am,20.0,11am,9.0,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,Often,Often,Sometimes,Almost never,Sometimes,Often,Often,Often,Sometimes,Almost never,Often,Often,Almost never,Almost never,Always,Always,Sometimes,Almost never,Sometimes,Almost never,182,3
I consent,I am between the ages of 18-25.,25.0,1999-05-08,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 1, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,12:00 pm,2.0,8:00 am,7.0,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Often,Always,Always,Almost never,Almost never,Always,Always,Almost never,Almost never,Often,Often,Always,Almost never,513,3
I consent,I am between the ages of 18-25.,20.0,2004-04-10,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Cheerleader"", ""Years"": 1, ""Position"": ""Flyer""}]",White,No,,11:30,30.0,7:30,7.0,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Less than once a week,Somewhat of a problem,Yes,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Always,Often,Always,Sometimes,Often,Always,Often,Always,Sometimes,Always,Often,Always,Often,Sometimes,Often,Always,Sometimes,Sometimes,Always,Often,290,3
I consent,I am between the ages of 18-25.,19.0,2005-12-23,Cisgender Male,Latino/Hispanic,No,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 0, ""Position"": ""NaN""}]",Latino/Hispanic,No,,11,20.0,7,8.0,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Almost never,Often,Often,Almost never,Almost never,Often,Almost never,Almost never,Sometimes,Often,Sometimes,Often,Sometimes,238,2
I consent,I am between the ages of 18-25.,21.0,,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,Yes,Yes,"[{""Sport"": ""Horseback Riding"", ""Years"": 2, ""Position"": ""NaN""}]",White,No,,1 am,30.0,11 am,10.0,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Fairly good,Not during the past moth,Once or twice a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,186,3
I consent,I am between the ages of 18-25.,25.0,1999-04-17,Cisgender Female,Asian,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 3, ""Position"": ""Libero""}]",Asian,No,,1am,15.0,8am,6.0,Less than once a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Three or more times a week,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Always,Almost never,Sometimes,Almost never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Always,Often,Almost never,Almost never,Almost never,Almost never,361,3
I consent,I am between the ages of 18-25.,18.0,2006-05-14,Cisgender Female,White,Yes,Yes - Full time,Freshman,No,No,No,Yes,"[{""Sport"": ""Track"", ""Years"": 2, ""Position"": ""Distance""}]",White,No,,11,5.0,8,8.0,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Often,,Almost never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Often,Often,Sometimes,Sometimes,198,3
I consent,I am between the ages of 18-25.,23.0,2001-11-29,Cisgender Female,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": 4, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,10:30 pm,15.0,5:00,6.0,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Almost never,Almost never,Always,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Always,Always,Almost never,472,3
I consent,I am between the ages of 18-25.,25.0,1999-08-10,Cisgender Female,White,Yes,No,,No,No,Yes,Yes,"[{""Sport"": ""Soccer"", ""Years"": 4, ""Position"": ""NaN""}]",White,No,,12:30AM,30.0,8AM,6.0,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Fairly good,Less than once a week,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Often,Sometimes,497,3
I consent,I am between the ages of 18-25.,25.0,1999-11-27,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,No, ,Asian,No,,4:00am,120.0,12:00pm,7.0,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Almost never,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,287,3
I consent,I am between the ages of 18-25.,25.0,1999-03-24,Cisgender Female,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Girls Cross Country"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,1030,30.0,730,8.0,Once or twice a week,Three or more times a week,Three or more times a week,Three or more times a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Three or more times a week,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Three or more times a week,Once or twice a week,Once or twice a week,Not during the past month,Often,Often,Sometimes,Sometimes,Often,Often,Often,Always,Always,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Almost never,339,3
I consent,I am between the ages of 18-25.,24.0,2000-03-29,Transgender Male,White,Yes,Yes - Part time,Freshman,No,No,Yes,Yes,"[{""Sport"": ""Track and field"", ""Years"": 1, ""Position"": ""NaN""}]",White,No,,11:30pm,35.0,8:30am,7.0,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Three or more times a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Often,Sometimes,Often,Sometimes,Almost never,Often,Often,Always,Always,Almost never,Always,Sometimes,Often,Often,Always,Sometimes,Almost never,Sometimes,Almost never,Often,187,2
I consent,I am between the ages of 18-25.,25.0,1999-05-12,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,No,Yes,"[
    {""Sport"": ""Football"", ""Years"": 2, ""Position"": ""Defensive End""},
    {""Sport"": ""Soccer"", ""Years"": 3, ""Position"": ""Defense""},
    {""Sport"": ""Baseball"", ""Years"": 1, ""Position"": ""Pitcher""}
]",White,No,,11pm,30.0,8am,8.0,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Sometimes,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Almost never,Almost never,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,510,3
I consent,I am between the ages of 18-25.,21.0,2003-10-01,Cisgender Male,White,Yes,Yes - Part time,Freshman,Yes,No,No,Yes,"[{""Sport"": ""Football"", ""Years"": 1, ""Position"": ""Running Back""},
{""Sport"": ""Track"", ""Years"": 4, ""Position"": ""Pole Vault""}]",White,No,,1am,65.0,10:20am,7.0,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Fairly bad,Once or twice a week,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Often,Almost never,Often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,357,3
I consent,I am between the ages of 18-25.,22.0,2002-01-01,Cisgender Male,White,Yes,Yes - Full time,Senior,No,No,Yes,Yes,"[{""Sport"": ""Baseball"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,10:30,10.0,7:00,7.0,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,170,3
I consent,I am between the ages of 18-25.,18.0,2006-07-28,Cisgender Male,Latino/Hispanic,Yes,Yes - Full time,Freshman,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 3, ""Position"": ""Center Mid""}]",Latino/Hispanic,No,,midnight,10.0,9 am,8.75,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Sometimes,Almost never,Almost never,Always,Always,Sometimes,Almost never,Almost never,Almost never,Always,Almost never,Almost never,Always,Almost never,Often,Almost never,Always,Always,Always,Almost never,312,3
I consent,I am between the ages of 18-25.,22.0,2002-04-29,Cisgender Female,White,Yes,Yes - Full time,Junior,Yes,Yes,Yes,Yes,"[{""Sport"": ""Gymnastics"", ""Years"": 0, ""Position"": ""NaN""}]",White,Yes,1,11pm,45.0,6 am,3.0,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Very bad,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,Always,Always,Always,Almost never,Almost never,Always,Always,Always,Always,Always,Always,Always,Sometimes,Almost never,Sometimes,Almost never,Almost never,Almost never,Almost never,Always,208,3
I consent,I am between the ages of 18-25.,22.0,,Cisgender Female,Biracial (specify below):,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Marching Band"", ""Years"": 4, ""Position"": ""NaN""},
{""Sport"": ""Martial Arts"", ""Years"": 4, ""Position"": ""NaN""}]",Biracial,No,,11:30,20.0,9am,7.0,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Often,Often,Often,Almost never,Sometimes,Always,Often,Always,Often,Almost never,Sometimes,Almost never,Sometimes,Often,Always,Often,Often,Sometimes,Sometimes,Almost never,361,3
I consent,I am between the ages of 18-25.,24.0,2000-10-12,Cisgender Female,Asian,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Field Hockey"", ""Years"": 0, ""Position"": ""NaN""}]",Asian,No,,12 AM,15.0,8:30 AM,7.0,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Always,Sometimes,Sometimes,Almost never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Often,Almost never,Always,Almost never,Sometimes,Often,Sometimes,Always,Sometimes,Sometimes,207,2
I consent,I am between the ages of 18-25.,22.0,2002-09-21,Cisgender Male,White,Yes,Yes - Part time,Senior,No,No,No,No, ,White,No,,12:00 AM,30.0,10:00 AM,7.0,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Often,Often,Always,Sometimes,Almost never,Sometimes,Often,Sometimes,Almost never,Sometimes,Often,Always,Sometimes,Almost never,Always,Almost never,Often,Sometimes,Sometimes,Almost never,389,3
I consent,I am between the ages of 18-25.,25.0,1999-01-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 4, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,9pm,10.0,5:30,8.0,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,Yes,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Sometimes,Almost never,Sometimes,Sometimes,Often,Always,Sometimes,Almost never,Often,Sometimes,Almost never,Almost never,Always,Sometimes,Sometimes,Almost never,Often,Always,Sometimes,Almost never,698,3
I consent,I am between the ages of 18-25.,19.0,2005-06-01,Cisgender Female,White,Yes,Yes - Full time,Sophomore,Yes,Yes,Yes,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 4, ""Position"": ""Libero""}]",White,Yes,1,10.30 pm,20.0,7am,8.0,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Fairly good,Once or twice a week,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Almost never,Often,Almost never,Often,Often,Sometimes,Sometimes,Sometimes,Often,212,3
I consent,I am between the ages of 18-25.,19.0,2005-05-05,Cisgender Female,White,Yes,Yes - Full time,Freshman,Yes,Yes,No,Yes,"[{""Sport"": ""Track and Field"", ""Years"": 2, ""Position"": ""NaN""}]",White,Yes,"Yes, 1",11pm,10.0,7am,8.0,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Fairly good,Three or more times a week,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,222,3
I consent,I am between the ages of 18-25.,24.0,2001-01-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Football"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Hockey"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",Non-Hispanic Black,No,,11,40.0,7,7.0,Less than once a week,Less than once a week,Once or twice a week,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week,Very good,Not during the past moth,Three or more times a week,No problem at all,Yes,Once or twice a week,Not during the past month,Three or more times a week,Not during the past month,Always,Sometimes,Often,Always,Always,Almost never,Always,Often,Often,Always,Sometimes,Almost never,Almost never,Always,Sometimes,Sometimes,Often,Almost never,Almost never,Always,520,3
I consent,I am between the ages of 18-25.,24.0,2000-07-25,Cisgender Male,Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Football"", ""Years"": ""NaN"", ""Position"": ""Defensive Tackle""}]",Hispanic Black,No,,8 pm,15.0,8 am,10.0,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Three or more times a week,Less than once a week,No problem at all,No,,,,,Always,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,787,3
